,country,year,hdi,life_expectancy,population,continent,EFConsPerCap,EFConsTotGHA,BiocapPerCap,BiocapTotGHA
561,Djibouti,2005,0.405,57.998999999999995,783254.0,Africa,1.6673512419999998,1297876.221,0.986707077,768058.7149
562,Djibouti,2006,0.41600000000000004,58.393,796208.0,Africa,1.529809829,1206929.664,0.8423701309999999,664580.3162
563,Djibouti,2007,0.42700000000000005,58.848,809402.0,Africa,1.61065898,1287414.253,0.839253867,670823.1866
564,Djibouti,2008,0.436,59.345,822934.0,Africa,1.870872855,1514731.585,0.891755819,722000.2695
565,Djibouti,2009,0.441,59.865,836840.0,Africa,2.034913331,1668826.2869999998,0.866946819,710980.4721
566,Djibouti,2010,0.451,60.383,851146.0,Africa,1.732904585,1439700.5990000002,0.8012319609999999,665665.1175
567,Djibouti,2011,0.46,60.87,865937.0,Africa,2.17231745,1828661.179,0.7669712190000001,645637.9078
568,Djibouti,2012,0.46399999999999997,61.31,881185.0,Africa,2.480577545,2116103.731,0.784650911,669361.3439
569,Djibouti,2013,0.467,61.691,896688.0,Africa,2.977507913,2574216.424,0.77856119,673108.2036
570,Djibouti,2014,0.47,62.006,912164.0,Africa,2.937341936,2573622.667,0.752890104,659662.7427
571,Dominican Republic,2000,0.6559999999999999,70.568,8562622.0,North America,1.691390937,14482738.06,0.55998965,4794978.64
572,Dominican Republic,2001,0.66,70.775,8697126.0,North America,1.7234340780000001,14988930.02,0.582026016,5061955.853
573,Dominican Republic,2002,0.665,70.99,8832285.0,North America,1.716342817,15159237.57,0.5820518889999999,5140851.101
574,Dominican Republic,2003,0.6659999999999999,71.207,8967760.0,North America,1.477404455,13249008.23,0.571344215,5123677.66
575,Dominican Republic,2004,0.6679999999999999,71.425,9102998.0,North America,1.390335319,12656222.41,0.559368274,5091929.4
576,Dominican Republic,2005,0.677,71.64399999999999,9237566.0,North America,1.496686375,13825745.63,0.533434293,4927636.791
577,Dominican Republic,2006,0.685,71.862,9371338.0,North America,1.6479607719999998,15443584.35,0.55411246,5192770.765
578,Dominican Republic,2007,0.6920000000000001,72.078,9504353.0,North America,1.63256376,15516440.79,0.548421619,5212385.448
579,Dominican Republic,2008,0.695,72.29,9636520.0,North America,1.5929847680000002,15350782.16,0.530524721,5112396.296
580,Dominican Republic,2009,0.6970000000000001,72.498,9767758.0,North America,1.474038653,14398026.65,0.55938593,5463936.453
581,Dominican Republic,2010,0.703,72.702,9897985.0,North America,1.690359494,16731145.25,0.5659629939999999,5601890.657000001
582,Dominican Republic,2011,0.706,72.90100000000001,10027095.0,North America,1.709482792,17141154.24,0.575012109,5765703.691000001
583,Dominican Republic,2012,0.7090000000000001,73.098,10154950.0,North America,1.573305129,15976913.58,0.573862205,5827570.688999999
584,Dominican Republic,2013,0.7120000000000001,73.292,10281296.0,North America,1.615900079,16613715.7,0.5949461420000001,6116879.494
585,Dominican Republic,2014,0.718,73.483,10405844.0,North America,1.589008623,16535065.45,0.595746604,6199279.819
586,Ecuador,2000,0.67,72.933,12628596.0,South America,1.763050815,22264862.83,2.771992918,35006388.68
587,Ecuador,2001,0.675,73.22,12852755.0,South America,2.119661143,27243580.32,2.781529737,35750444.86
588,Ecuador,2002,0.679,73.482,13072060.0,South America,2.03730582,26631864.62,2.681010857,35046440.98
589,Ecuador,2003,0.682,73.72,13289601.0,South America,1.807025719,24014648.29,2.625034313,34885654.97
590,Ecuador,2004,0.688,73.937,13509647.0,South America,1.805144712,24386782.3,2.639199873,35654533.57
591,Ecuador,2005,0.693,74.13600000000001,13735233.0,South America,1.88304447,25863992.77,2.543226415,34931723.95
592,Ecuador,2006,0.696,74.322,13967480.0,South America,1.807915711,25252062.7,2.479218304,34628481.65
593,Ecuador,2007,0.698,74.501,14205453.0,South America,1.843260355,26184434.98,2.457151845,34905070.54
594,Ecuador,2008,0.7020000000000001,74.678,14447562.0,South America,2.012354879,29073697.56,2.402278907,34707163.8
595,Ecuador,2009,0.703,74.859,14691275.0,South America,2.051406686,30137830.65,2.3827754,35006067.77
596,Ecuador,2010,0.71,75.046,14934690.0,South America,2.142783049,32001822.42,2.3631654369999997,35293167.31
597,Ecuador,2011,0.7170000000000001,75.244,15177355.0,South America,2.1286007999999996,32306412.51,2.3081100119999998,35030877.63
598,Ecuador,2012,0.725,75.449,15419666.0,South America,1.969049295,30361755.61,2.232032958,34416832.2
599,Ecuador,2013,0.737,75.661,15661547.0,South America,1.9713252019999998,30873515.0,2.1575176380000003,33789530.56
600,Ecuador,2014,0.7390000000000001,75.87899999999999,15903112.0,South America,2.043039044,32490246.41,2.071334529,32940226.69
601,El Salvador,2000,0.615,68.834,5867626.0,North America,1.7335546769999999,10075142.14,0.666363113,3872795.692
602,El Salvador,2001,0.621,69.135,5905962.0,North America,1.923785214,11244024.84,0.6664230520000001,3895069.626
603,El Salvador,2002,0.628,69.44,5940303.0,North America,1.937217507,11379796.42,0.643345115,3779202.0810000002
604,El Salvador,2003,0.636,69.743,5971535.0,North America,1.90603898,11247402.93,0.627415518,3702335.1610000003
605,El Salvador,2004,0.644,70.048,6000775.0,North America,1.9626273909999998,11628743.62,0.644335442,3817745.383
606,El Salvador,2005,0.6509999999999999,70.357,6028961.0,North America,1.973708345,11738057.93,0.628552321,3738132.623
607,El Salvador,2006,0.657,70.668,6056478.0,North America,2.066257549,12330516.02,0.653339282,3898841.402
608,El Salvador,2007,0.659,70.98,6083475.0,North America,2.128286701,12740797.12,0.631040433,3777666.858
609,El Salvador,2008,0.662,71.291,6110301.0,North America,2.042567825,12263986.13,0.664042048,3987041.394
610,El Salvador,2009,0.662,71.59899999999999,6137276.0,North America,1.96198102,11813813.88,0.637122922,3836352.923
611,El Salvador,2010,0.6659999999999999,71.902,6164626.0,North America,1.9955958569999999,12050026.53,0.637780582,3851116.9060000004
612,El Salvador,2011,0.67,72.195,6192560.0,North America,1.9850065330000002,12019631.33,0.600100262,3633733.083
613,El Salvador,2012,0.675,72.479,6221246.0,North America,2.017273547,12249348.91,0.653447887,3967885.85
614,El Salvador,2013,0.6759999999999999,72.753,6250777.0,North America,1.9228214430000001,11709290.64,0.618363899,3765613.62
615,El Salvador,2014,0.6779999999999999,73.015,6281189.0,North America,1.997794089,12201946.86,0.6139169,3749626.367
616,Equatorial Guinea,2000,0.527,52.751999999999995,614323.0,Africa,1.163330005,617607.2415,6.579488748999999,3493024.233
617,Equatorial Guinea,2001,0.542,53.099,639762.0,Africa,2.722516297,1494680.5559999999,6.32408119,3471964.962
618,Equatorial Guinea,2002,0.5539999999999999,53.415,666407.0,Africa,3.7487340160000002,2128021.352,6.071233935,3446420.95
619,Equatorial Guinea,2003,0.5529999999999999,53.708999999999996,694611.0,Africa,3.9330837130000003,2307823.289,5.82995959,3420856.889
620,Equatorial Guinea,2004,0.563,53.986999999999995,724817.0,Africa,3.701228736,2243688.519,5.617474372999999,3405318.519
621,Equatorial Guinea,2005,0.569,54.262,757317.0,Africa,3.5111518060000004,2197510.634,5.40140484,3380555.792
622,Equatorial Guinea,2006,0.5870000000000001,54.55,792217.0,Africa,3.393148472,2191017.105,5.209095817,3363607.0239999997
623,Equatorial Guinea,2007,0.5920000000000001,54.858000000000004,829327.0,Africa,3.138209053,2089413.2280000001,5.031067141,3349674.308
624,Equatorial Guinea,2008,0.59,55.19,868418.0,Africa,3.2025731239999997,2197679.409,4.8543466539999995,3331164.433
625,Equatorial Guinea,2009,0.589,55.543,909111.0,Africa,3.528312925,2495064.23,4.677151735,3307471.372
626,Equatorial Guinea,2010,0.58,55.908,951104.0,Africa,3.080829707,2245031.483,4.521125995,3294589.8230000003
627,Equatorial Guinea,2011,0.583,56.265,994290.0,Africa,3.59599217,2700295.355,4.350863676,3267141.98
628,Equatorial Guinea,2012,0.586,56.601000000000006,1038593.0,Africa,3.122174068,2415716.6319999998,4.192159023,3243595.025
629,Equatorial Guinea,2013,0.5820000000000001,56.905,1083746.0,Africa,3.08225209,2456807.568,4.051164836,3229110.4489999996
630,Equatorial Guinea,2014,0.5820000000000001,57.18,1129424.0,Africa,3.019844205,2478944.839,3.906728373,3206974.7589999996
631,Estonia,2000,0.7809999999999999,70.41707317073171,1396985.0,Europe,5.9315733889999995,8299161.052,8.849776067,12382164.4
632,Estonia,2001,0.7909999999999999,70.2585365853659,1388115.0,Europe,6.764773868,9414874.031,8.764087435,12197418.69
633,Estonia,2002,0.7979999999999999,70.9048780487805,1379350.0,Europe,7.622096107000001,10539300.8,8.796204419,12162775.56
634,Estonia,2003,0.805,71.3170731707317,1370720.0,Europe,8.938248711,12271232.4,8.831229083,12124306.22
635,Estonia,2004,0.812,71.909756097561,1362550.0,Europe,8.703317397000001,11867408.86,8.914953631,12155985.46
636,Estonia,2005,0.8220000000000001,72.5682926829268,1354775.0,Europe,7.3109785920000006,9911201.489,9.127273244,12373479.56
637,Estonia,2006,0.8290000000000001,72.6914634146341,1346810.0,Europe,8.016170949,10816780.55,9.022954691,12175304.33
638,Estonia,2007,0.835,72.81463414634149,1340680.0,Europe,7.850654408,10553085.02,9.369287933999999,12594477.74
639,Estonia,2008,0.836,73.7707317073171,1337090.0,Europe,6.579717088,8816425.73,9.263841803,12412991.64
640,Estonia,2009,0.833,74.8243902439024,1334515.0,Europe,6.1494869770000005,8215776.157000001,9.33283695,12468763.58
641,Estonia,2010,0.838,75.4292682926829,1331475.0,Europe,6.083303792000001,8103507.941000001,9.214135121,12274056.94
642,Estonia,2011,0.85,76.2292682926829,1327439.0,Europe,5.749298882000001,7635471.057999999,9.268128634,12308723.1
643,Estonia,2012,0.856,76.3268292682927,1322696.0,Europe,6.948521304,9200120.418,9.469917597,12538550.07
644,Estonia,2013,0.86,77.14146341463409,1317997.0,Europe,6.102372605,8055437.255,9.513303073,12558036.19
645,Estonia,2014,0.863,77.0341463414634,1314545.0,Europe,6.965273874,9167693.133,9.728692658,12804904.8
646,Ethiopia,2000,0.28300000000000003,51.94,66537331.0,Africa,1.0089755120000001,67039966.88,0.549022585,36479037.88
647,Ethiopia,2001,0.298,52.593,68492257.0,Africa,1.033045143,70653161.41,0.567993553,38846840.74
648,Ethiopia,2002,0.306,53.347,70497192.0,Africa,0.97900976,68913674.85,0.538423877,37900304.51
649,Ethiopia,2003,0.31,54.208999999999996,72545144.0,Africa,1.019902853,73873906.26,0.529448655,38349182.13
650,Ethiopia,2004,0.325,55.172,74624405.0,Africa,0.9676007,72093025.35,0.5281393560000001,39350079.0
651,Ethiopia,2005,0.34600000000000003,56.221000000000004,76727083.0,Africa,1.008773746,77280541.04,0.569077764,43596136.06
652,Ethiopia,2006,0.36200000000000004,57.333,78850689.0,Africa,0.9869186329999999,77705732.52,0.551348628,43410821.91
653,Ethiopia,2007,0.37799999999999995,58.466,81000409.0,Africa,0.99203666,80247829.53,0.552919837,44726791.47
654,Ethiopia,2008,0.39299999999999996,59.58,83184892.0,Africa,1.0069937,83660635.34,0.553865107,46014892.41
655,Ethiopia,2009,0.401,60.643,85416253.0,Africa,1.033996773,88202097.77,0.582396493,49679644.82
656,Ethiopia,2010,0.41100000000000003,61.625,87702670.0,Africa,1.046694779,91650475.64,0.604765143,52954322.57
657,Ethiopia,2011,0.42200000000000004,62.501000000000005,90046756.0,Africa,1.0323291909999999,92763762.26,0.595072724,53472463.21
658,Ethiopia,2012,0.42700000000000005,63.275,92444183.0,Africa,1.029950985,94952420.49,0.59779982,55111884.64
659,Ethiopia,2013,0.435,63.952,94887724.0,Africa,1.056674439,99917442.62,0.612567162,57923369.75
660,Ethiopia,2014,0.441,64.535,97366774.0,Africa,1.088787481,105567422.2,0.6268982679999999,60783243.07
661,Fiji,2000,0.6829999999999999,67.553,811223.0,Oceania,2.649429264,2149278.016,2.6195491619999998,2125038.589
662,Fiji,2001,0.687,67.734,814218.0,Oceania,2.858417203,2327366.24,2.588331927,2107458.75
663,Fiji,2002,0.6890000000000001,67.91,815691.0,Oceania,2.611142633,2129885.491,2.598450985,2119533.027
664,Fiji,2003,0.691,68.079,816628.0,Oceania,2.638121757,2154358.756,2.5289450330000003,2065202.207
665,Fiji,2004,0.6990000000000001,68.243,818354.0,Oceania,2.999977842,2455046.809,2.593987282,2122802.411
666,Fiji,2005,0.695,68.405,821817.0,Oceania,2.794459682,2296542.876,2.585786614,2125051.174
667,Fiji,2006,0.698,68.569,827411.0,Oceania,2.853404565,2360878.445,2.577625489,2132701.591
668,Fiji,2007,0.7,68.737,834812.0,Oceania,2.540475729,2120608.775,2.502710633,2089085.154
669,Fiji,2008,0.7040000000000001,68.90899999999999,843340.0,Oceania,2.3796573519999997,2006541.342,2.476704629,2088372.187
670,Fiji,2009,0.706,69.087,851967.0,Oceania,2.251584144,1918020.968,2.465785158,2100488.96
671,Fiji,2010,0.7090000000000001,69.267,859950.0,Oceania,2.605453025,2240564.609,2.41108461,2073417.096
672,Fiji,2011,0.7140000000000001,69.44800000000001,867086.0,Oceania,3.156228977,2737482.693,2.4221632719999997,2100807.668
673,Fiji,2012,0.7190000000000001,69.625,873596.0,Oceania,3.35467502,2932516.0739999996,2.351306143,2055413.1230000001
674,Fiji,2013,0.727,69.796,879715.0,Oceania,3.1299350710000002,2755867.14,2.370679024,2087352.06
675,Fiji,2014,0.7340000000000001,69.96,885806.0,Oceania,3.8972785119999998,3454742.585,2.371570085,2102278.331
676,Finland,2000,0.856,77.4658536585366,5176209.0,Europe,6.230189276,32250450.06,13.98845373,72410950.69
677,Finland,2001,0.863,77.9658536585366,5188008.0,Europe,6.769658088,35124033.83,13.84209573,71819024.3
678,Finland,2002,0.866,78.119512195122,5200598.0,Europe,7.015135784,36483124.79,13.90158533,72297000.07
679,Finland,2003,0.8690000000000001,78.36829268292679,5213014.0,Europe,7.184070202999999,37456303.82,13.78300672,71861837.76
680,Finland,2004,0.8640000000000001,78.7146341463415,5228172.0,Europe,6.867532142999999,35909225.7,13.58190819,71017622.68
681,Finland,2005,0.8690000000000001,78.8170731707317,5246096.0,Europe,7.878809508,41335150.76,13.67208883,71728838.28
682,Finland,2006,0.873,79.2146341463415,5266268.0,Europe,7.298802376,38439873.31,13.55677518,71398113.5
683,Finland,2007,0.8759999999999999,79.2634146341464,5288720.0,Europe,7.354258311000001,38899099.69,13.60373117,71954624.46
684,Finland,2008,0.878,79.5682926829268,5313399.0,Europe,7.5409079629999995,40073666.28,13.47272061,71596326.62
685,Finland,2009,0.8740000000000001,79.71951219512201,5338871.0,Europe,6.318715684,33744974.61,13.40656933,71597515.11
686,Finland,2010,0.878,79.87073170731709,5363352.0,Europe,6.551923361,35168693.12,13.07560874,70185813.5
687,Finland,2011,0.884,80.4707317073171,5388272.0,Europe,6.235917141,33647885.33,13.08930851,70627550.33
688,Finland,2012,0.887,80.62682926829271,5413971.0,Europe,5.852239602,31746293.83,12.948348199999998,70240129.36
689,Finland,2013,0.89,80.9756097560976,5438972.0,Europe,6.33496157,34544925.91,12.96351457,70690823.51
690,Finland,2014,0.893,81.1804878048781,5461512.0,Europe,6.094120602,33393709.85,12.86430787,70492035.25
691,France,2000,0.8490000000000001,79.05609756097559,60912500.0,Europe,5.561771729,330476587.2,2.9894758610000003,177632565.4
692,France,2001,0.851,79.15853658536591,61357430.0,Europe,5.453584375,325820585.3,2.822983857,168657196.7
693,France,2002,0.852,79.2609756097561,61805267.0,Europe,5.496208797,330368308.3,3.027679118,181988942.8
694,France,2003,0.857,79.1146341463415,62244886.0,Europe,5.171327415,312853935.7,2.7408205960000003,165813618.4
695,France,2004,0.86,80.16341463414629,62704895.0,Europe,5.561121479,338627809.1,2.946136323,179396133.0
696,France,2005,0.87,80.16341463414629,63179351.0,Europe,5.444669267,333624831.7,2.84214698,174153977.3
697,France,2006,0.873,80.8121951219512,63621381.0,Europe,5.450430133999999,335988486.8,2.756695363,169934827.3
698,France,2007,0.877,81.1121951219512,64016227.0,Europe,5.571375806,345431981.3,2.705308247,167732355.5
699,France,2008,0.879,81.2146341463415,64374989.0,Europe,5.655638796,352602501.8,2.8180228019999998,175690479.2
700,France,2009,0.879,81.4146341463415,64707044.0,Europe,5.294292764,331831980.0,2.852211533,178768920.1
701,France,2010,0.882,81.66341463414629,65027507.0,Europe,5.254434366,331018856.2,2.8125941510000003,177187806.3
702,France,2011,0.885,82.1146341463415,65342775.0,Europe,5.044273527,319330770.1,2.6789913480000003,169595158.9
703,France,2012,0.887,81.9682926829268,65659789.0,Europe,4.9629613930000005,315640370.4,2.728077939,173503572.3
704,France,2013,0.89,82.21951219512201,65998660.0,Europe,4.816439777,307684295.0,2.645339141,168989823.7
705,France,2014,0.894,82.67073170731709,66316092.0,Europe,4.698092835,301424461.0,2.725764771,174882065.1
706,Gabon,2000,0.633,59.302,1231122.0,Africa,1.27054225,1564736.369,34.8485164,42917692.07
707,Gabon,2001,0.636,59.17100000000001,1262259.0,Africa,1.407172401,1773656.299,34.02962934,42892304.01
708,Gabon,2002,0.638,59.153999999999996,1294409.0,Africa,1.068968953,1378104.0219999999,33.31367946,42947660.47
709,Gabon,2003,0.64,59.266000000000005,1328146.0,Africa,2.698890308,3557380.2339999997,32.44602971,42766786.19
710,Gabon,2004,0.64,59.512,1364205.0,Africa,2.6360859,3552178.523,31.700128600000003,42716557.91
711,Gabon,2005,0.6459999999999999,59.89,1403126.0,Africa,2.385808593,3287119.433,30.93189456,42617346.59
712,Gabon,2006,0.645,60.388000000000005,1444844.0,Africa,2.653637879,3738763.597,30.27793874,42659194.78
713,Gabon,2007,0.6509999999999999,60.968999999999994,1489193.0,Africa,2.3473313819999997,3382269.8460000004,29.56457086,42599590.87
714,Gabon,2008,0.652,61.597,1536411.0,Africa,2.1158134840000002,3118158.943,28.91290296,42610101.33
715,Gabon,2009,0.66,62.247,1586754.0,Africa,1.9411694480000001,2926177.165,28.20952422,42523884.61
716,Gabon,2010,0.664,62.893,1640210.0,Africa,2.103796678,3243928.126,27.586490299999998,42536711.23
717,Gabon,2011,0.669,63.519,1697101.0,Africa,2.339839366,3690628.7460000003,27.10340518,42750202.31
718,Gabon,2012,0.6779999999999999,64.119,1756817.0,Africa,2.382246688,3843731.185,26.60138944,42921075.58
719,Gabon,2013,0.687,64.686,1817271.0,Africa,2.689170538,4438072.531,26.16788081,43186161.46
720,Gabon,2014,0.6940000000000001,65.211,1875713.0,Africa,2.7151997139999997,4582361.22,25.69576571,43365974.04
721,Georgia,2004,0.703,72.682,3927340.0,Asia,1.326960327,6003752.306,1.248598369,5649208.333
722,Georgia,2005,0.7140000000000001,72.73,3902469.0,Asia,1.476894051,6609499.67,1.292552248,5784520.325
723,Georgia,2006,0.722,72.73,3880347.0,Asia,1.454459713,6442078.331,1.146425269,5077735.271000001
724,Georgia,2007,0.735,72.704,3860158.0,Asia,1.6626405690000001,7292141.824,1.2062590359999998,5290507.239
725,Georgia,2008,0.7340000000000001,72.673,3848449.0,Asia,1.563386255,6790239.949,1.203619056,5227666.658
726,Georgia,2009,0.738,72.65,3814419.0,Asia,1.458392173,6269029.783,1.188307479,5108046.462
727,Georgia,2010,0.742,72.649,3786695.0,Asia,1.47333679,6261872.717999999,1.1692351220000001,4969401.131
728,Georgia,2011,0.7490000000000001,72.68,3756441.0,Asia,1.628593351,6834228.978999999,1.235477416,5184557.306
729,Georgia,2012,0.755,72.742,3728874.0,Asia,1.793850239,7424602.489,1.232970562,5103166.422
730,Georgia,2013,0.759,72.832,3717668.0,Asia,1.7888926980000002,7303565.848999999,1.288748335,5261611.466
731,Georgia,2014,0.768,72.95100000000001,3719414.0,Asia,1.897387804,7655523.427,1.25531515,5064907.932
732,Germany,2000,0.86,77.9268292682927,82211508.0,Europe,5.489308457000001,449551847.9,1.7443821659999998,142857744.7
733,Germany,2001,0.867,78.32926829268291,82349925.0,Europe,5.429438466000001,444179094.7,1.822500948,149097706.2
734,Germany,2002,0.872,78.2292682926829,82488495.0,Europe,5.18839443,423890771.1,1.705013607,139299265.4
735,Germany,2003,0.877,78.38048780487809,82534176.0,Europe,5.276350709,430389289.1,1.6498891130000002,134580630.0
736,Germany,2004,0.884,78.6804878048781,82516260.0,Europe,5.370591807,437261752.9,1.82261919,148393639.0
737,Germany,2005,0.892,78.9317073170732,82469422.0,Europe,5.201154184,422577117.5,1.752403879,142377202.0
738,Germany,2006,0.898,79.13170731707321,82376451.0,Europe,5.454088139,442086014.2,1.715630131,139061941.6
739,Germany,2007,0.903,79.5341463414634,82266372.0,Europe,5.461178955,441560893.8,1.690985977,136723825.7
740,Germany,2008,0.9059999999999999,79.7365853658537,82110097.0,Europe,5.357016893,432128580.6,1.7772614080000002,143364388.2
741,Germany,2009,0.907,79.83658536585371,81902307.0,Europe,5.066069862,407918441.3,1.802112745,145105583.2
742,Germany,2010,0.912,79.9878048780488,81776930.0,Europe,5.432812368,436989875.7,1.7351156090000002,139564539.1
743,Germany,2011,0.9159999999999999,80.4365853658537,80274983.0,Europe,5.343968993,429787119.8,1.623663145,130582626.4
744,Germany,2012,0.919,80.5390243902439,80425823.0,Europe,5.155236643,414883134.5,1.681543138,135327228.7
745,Germany,2013,0.92,80.490243902439,80645605.0,Europe,5.180797662,417395618.2,1.7177241140000001,138389986.5
746,Germany,2014,0.924,81.090243902439,80982500.0,Europe,5.0474553339999995,407058581.4,1.790508793,144397903.7
747,Ghana,2000,0.485,56.994,18938762.0,Africa,1.521787939,28647657.96,1.387425013,26118275.88
748,Ghana,2001,0.484,57.147,19421605.0,Africa,1.585020008,30581060.26,1.36870016,26407428.21
749,Ghana,2002,0.489,57.41,19924522.0,Africa,1.660826968,32864774.91,1.408038718,27862550.66
750,Ghana,2003,0.491,57.761,20446782.0,Africa,1.6707253309999999,33924746.78,1.39975131,28422510.8
751,Ghana,2004,0.499,58.187,20986536.0,Africa,1.730840635,36071584.25,1.4456826280000001,30128748.81
752,Ghana,2005,0.51,58.666000000000004,21542009.0,Africa,1.738244189,37180174.07,1.406784256,30090411.84
753,Ghana,2006,0.519,59.167,22113425.0,Africa,1.774228479,38947686.85,1.368220965,30035050.35
754,Ghana,2007,0.53,59.663000000000004,22700212.0,Africa,1.807990837,40730417.58,1.299801159,29281920.52
755,Ghana,2008,0.542,60.128,23298640.0,Africa,1.830579339,42315489.66,1.36047521,31448609.43
756,Ghana,2009,0.547,60.55,23903831.0,Africa,1.859522524,44095228.07,1.390964787,32984225.09
757,Ghana,2010,0.5539999999999999,60.924,24512104.0,Africa,1.9240551419999998,46788594.22,1.345121525,32710260.67
758,Ghana,2011,0.563,61.254,25121796.0,Africa,1.9329326409999998,48185111.33,1.351192767,33683208.89
759,Ghana,2012,0.57,61.56100000000001,25733049.0,Africa,1.99151516,50872457.37,1.385979404,35404288.95
760,Ghana,2013,0.5760000000000001,61.86,26346251.0,Africa,2.000573852,52343815.27,1.3827764999999999,36179517.98
761,Ghana,2014,0.575,62.153999999999996,26962563.0,Africa,1.95527228,52375095.68,1.3606544440000001,36447305.79
762,Greece,2000,0.8009999999999999,77.8878048780488,10805808.0,Europe,6.498053181,71179674.55,1.782012387,19520163.69
763,Greece,2001,0.8109999999999999,78.3878048780488,10862132.0,Europe,5.823689772000001,63988957.25,1.771432898,19463973.6
764,Greece,2002,0.823,78.64146341463409,10902022.0,Europe,5.737458479,63178024.04,1.778386385,19582701.68
765,Greece,2003,0.83,78.84146341463409,10928070.0,Europe,6.023438007,66436109.49,1.579659075,17423007.12
766,Greece,2004,0.8390000000000001,79.0390243902439,10955141.0,Europe,6.144732322,67885160.47,1.643088334,18152347.31
767,Greece,2005,0.85,79.2390243902439,10987314.0,Europe,6.125536382000001,67807851.28,1.7216658580000002,19058324.88
768,Greece,2006,0.855,79.4390243902439,11020362.0,Europe,6.277727787000001,69671479.75,1.5588386980000002,17300303.95
769,Greece,2007,0.853,79.4390243902439,11048473.0,Europe,6.56070277,73029149.47,1.545333038,17201565.34
770,Greece,2008,0.857,79.9390243902439,11077841.0,Europe,6.077595734,67836906.88,1.59038761,17751588.12
771,Greece,2009,0.8590000000000001,80.1878048780488,11107017.0,Europe,5.781728525,64636258.13,1.579707129,17660178.5
772,Greece,2010,0.86,80.3878048780488,11121341.0,Europe,5.259986398000001,58793497.96,1.550458364,17330248.37
773,Greece,2011,0.858,80.7317073170732,11104899.0,Europe,4.884946752,54481811.12,1.5120346000000002,16863721.89
774,Greece,2012,0.86,80.6341463414634,11045011.0,Europe,4.505713442,50057125.51,1.61344799,17924923.45
775,Greece,2013,0.862,81.2853658536585,10965211.0,Europe,4.12285904,45579032.06,1.437321136,15889872.9
776,Greece,2014,0.865,81.3853658536585,10892413.0,Europe,4.293608886,47233131.8,1.603978498,17645046.35
777,Guatemala,2000,0.546,67.84899999999999,11650743.0,North America,1.61745661,18905965.4,1.293703169,15121708.49
778,Guatemala,2001,0.5529999999999999,68.304,11924946.0,North America,1.779092076,21307652.42,1.294786096,15507264.88
779,Guatemala,2002,0.56,68.717,12208848.0,North America,1.897213257,23282980.91,1.2664319529999999,15541906.46
780,Guatemala,2003,0.564,69.092,12500478.0,North America,1.764970832,22191507.42,1.228763041,15449606.1
781,Guatemala,2004,0.5670000000000001,69.437,12796925.0,North America,1.7994233659999999,23172434.64,1.2471700620000001,16060682.16
782,Guatemala,2005,0.57,69.763,13096028.0,North America,1.8249629809999999,24059399.46,1.187962443,15661502.86
783,Guatemala,2006,0.578,70.085,13397008.0,North America,1.76331157,23787073.08,1.118999724,15095306.28
784,Guatemala,2007,0.589,70.415,13700286.0,North America,1.793788811,24749979.8,1.113438801,15362782.76
785,Guatemala,2008,0.596,70.76,14006366.0,North America,1.7507496999999999,24697301.13,1.104685403,15583465.79
786,Guatemala,2009,0.602,71.122,14316208.0,North America,1.737214049,25047152.17,1.10048082,15866732.47
787,Guatemala,2010,0.609,71.494,14630417.0,North America,1.765593604,26011254.3,1.076434264,15858352.3
788,Guatemala,2011,0.616,71.867,14948919.0,North America,1.793097874,26984867.48,1.04584604,15739250.6
789,Guatemala,2012,0.611,72.227,15271056.0,North America,1.761605211,27073757.83,1.038750091,15964342.19
790,Guatemala,2013,0.614,72.562,15596214.0,North America,1.7808730730000002,27943322.86,1.03794108,16286125.7
791,Guatemala,2014,0.637,72.869,15923559.0,North America,1.8395857009999999,29461884.79,1.0484368929999999,16791241.06
792,Guinea,2000,0.322,51.181000000000004,8808546.0,Africa,1.384753165,12184678.4,2.6989114410000004,23748180.37
793,Guinea,2001,0.32899999999999996,51.229,8971139.0,Africa,1.3784048999999998,12344663.15,2.636808282,23614621.52
794,Guinea,2002,0.33799999999999997,51.451,9137345.0,Africa,1.389344387,12662887.71,2.612095403,23807395.11
795,Guinea,2003,0.325,51.858999999999995,9309848.0,Africa,1.4106216790000001,13092784.3,2.563571274,23793967.03
796,Guinea,2004,0.34600000000000003,52.443999999999996,9490229.0,Africa,1.398993415,13241150.25,2.532619699,23970661.76
797,Guinea,2005,0.35600000000000004,53.17,9679745.0,Africa,1.420097564,13730951.08,2.476572678,23946029.6
798,Guinea,2006,0.364,53.972,9881428.0,Africa,1.422092865,14076301.53,2.433293081,24085464.43
799,Guinea,2007,0.371,54.775,10096727.0,Africa,1.4081728880000002,14296475.25,2.3794710390000002,24157579.72
800,Guinea,2008,0.376,55.521,10323142.0,Africa,1.4515378,15135765.82,2.33544225,24352591.44
801,Guinea,2009,0.38,56.185,10556524.0,Africa,1.4460982009999999,15496098.82,2.261833074,24237350.42
802,Guinea,2010,0.385,56.765,10794170.0,Africa,1.478829931,16285467.31,2.220386116,24451780.93
803,Guinea,2011,0.396,57.282,11035170.0,Africa,1.481607474,16766463.4,2.167181989,24524699.11
804,Guinea,2012,0.406,57.782,11281469.0,Africa,1.4991347130000001,17433137.46,2.097573071,24392257.32
805,Guinea,2013,0.41200000000000003,58.301,11536615.0,Africa,1.511116598,18055879.19,2.057513993,24584617.86
